name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,UHR_1,UHR_2,UHR_3,HBR_1,HBR_2,HBR_3
ENST00000464678.5,2.6,2.2,2.9,1.351,0.4,2.03,0.21,8.3e-01,1.0e+00,0.9392,2199,2.7,3.9,0,0,3.1,5.7
ENST00000469969.1,0.9,0.8,1.1,1.43,0.5,2.41,0.21,8.3e-01,1.0e+00,NA,NA,1.4,1,0,1.3,2.1,0
ENST00000626650.2,33.8,35.7,31.9,0.895,-0.2,0.75,-0.21,8.3e-01,1.0e+00,0.9392,2201,30.8,40.6,35.7,35.3,38.8,21.7
ENST00000458532.1,0.6,0.5,0.8,1.61,0.7,3.23,0.21,8.3e-01,1.0e+00,NA,NA,1.4,0,0,1.3,1,0
ENST00000323013.6,111.9,117.5,106.5,0.907,-0.1,0.67,-0.21,8.3e-01,1.0e+00,0.9392,2202,117,103.5,131.9,81.9,117.5,120.1
ENST00000492480.1,1.4,1.1,1.7,1.512,0.6,2.82,0.21,8.3e-01,1.0e+00,NA,NA,1.4,1.9,0,5,0,0
ENST00000631502.1,3.1,3.4,2.8,0.822,-0.3,1.35,-0.21,8.3e-01,1.0e+00,0.9403,2207,2.7,4.8,2.6,5,1,2.3
ENST00000460254.1,1,0.9,1.1,1.355,0.4,2.09,0.21,8.3e-01,1.0e+00,NA,NA,0.7,1,0.9,0,1,2.3
ENST00000475445.1,12.6,11.8,13.4,1.135,0.2,0.87,0.21,8.3e-01,1.0e+00,0.9403,2209,15,12.6,7.7,12.6,11.5,16
ENST00000490458.1,1.9,1.7,2.2,1.305,0.4,1.84,0.21,8.3e-01,1.0e+00,NA,NA,0.7,1,3.4,0,4.2,2.3
ENST00000446618.1,0.6,0.5,0.8,1.468,0.6,2.66,0.21,8.3e-01,1.0e+00,NA,NA,0.7,0,0.9,1.3,1,0
ENST00000480776.1,0.6,0.5,0.8,1.468,0.6,2.66,0.21,8.3e-01,1.0e+00,NA,NA,0.7,0,0.9,1.3,1,0
ENST00000334679.3,2,2.5,1.5,0.604,-0.7,3.49,-0.21,8.3e-01,1.0e+00,NA,NA,7.5,0,0,0,0,4.6
ENST00000444039.1,2.5,2.2,2.8,1.321,0.4,1.95,0.21,8.4e-01,1.0e+00,NA,NA,0.7,5.8,0,6.3,1,1.1
ENST00000477157.5,10.3,9.7,11,1.14,0.2,0.92,0.21,8.4e-01,1.0e+00,0.9425,2220,5.5,12.6,11.1,10.1,12.6,10.3
ENST00000463617.5,2.2,2.5,1.9,0.763,-0.4,1.9,-0.2,8.4e-01,1.0e+00,NA,NA,5.5,1,0.9,0,1,4.6
ENST00000476998.5,6.4,5.2,7.6,1.456,0.5,2.65,0.2,8.4e-01,1.0e+00,0.9425,2222,5.5,0,10.2,0,0,22.9
ENST00000411545.2,1.7,1.5,1.9,1.303,0.4,1.88,0.2,8.4e-01,1.0e+00,NA,NA,0,1.9,2.6,1.3,1,3.4
ENST00000455824.1,70.5,74,66.9,0.906,-0.1,0.7,-0.2,8.4e-01,1.0e+00,0.9429,2224,59.5,91.9,70.6,51.6,70.3,78.9
ENST00000606538.5,1.5,1.1,1.9,1.649,0.7,3.57,0.2,8.4e-01,1.0e+00,NA,NA,3.4,0,0,0,0,5.7
ENST00000476110.1,2.2,2.5,2,0.786,-0.3,1.72,-0.2,8.4e-01,1.0e+00,NA,NA,2.1,1.9,3.4,1.3,0,4.6
ENST00000479180.1,2.3,2.7,1.9,0.694,-0.5,2.62,-0.2,8.4e-01,1.0e+00,NA,NA,4.8,0,3.4,0,0,5.7
ENST00000434516.1,1,1.2,0.8,0.713,-0.5,2.43,-0.2,8.4e-01,1.0e+00,NA,NA,0.7,1.9,0.9,2.5,0,0
ENST00000454936.5,2.8,3.4,2.1,0.62,-0.7,3.44,-0.2,8.4e-01,1.0e+00,0.9446,2233,0,0,10.2,0,6.3,0
ENST00000462454.1,0.9,1,0.7,0.715,-0.5,2.43,-0.2,8.4e-01,1.0e+00,NA,NA,1.4,0,1.7,0,1,1.1
ENST00000473248.1,0.9,1,0.7,0.715,-0.5,2.43,-0.2,8.4e-01,1.0e+00,NA,NA,1.4,0,1.7,0,1,1.1
ENST00000477074.1,0.9,1.1,0.8,0.715,-0.5,2.43,-0.2,8.4e-01,1.0e+00,NA,NA,1.4,1,0.9,0,0,2.3
ENST00000494795.1,5.8,6.3,5.3,0.839,-0.3,1.28,-0.2,8.4e-01,1.0e+00,0.9462,2241,7.5,10.6,0.9,5,6.3,4.6
ENST00000445441.1,1,1.3,0.8,0.598,-0.7,3.81,-0.19,8.5e-01,1.0e+00,NA,NA,0,3.9,0,0,0,2.3
ENST00000403184.5,9.9,10.5,9.3,0.883,-0.2,0.92,-0.19,8.5e-01,1.0e+00,0.9478,2246,10.9,7.7,12.8,11.3,6.3,10.3
ENST00000467937.1,2,1.7,2.3,1.362,0.4,2.3,0.19,8.5e-01,1.0e+00,NA,NA,0.7,1,3.4,0,0,6.9
ENST00000450019.5,1.5,1.8,1.3,0.691,-0.5,2.75,-0.19,8.5e-01,1.0e+00,NA,NA,3.4,1.9,0,3.8,0,0
ENST00000461446.1,0.8,0.6,1,1.673,0.7,3.91,0.19,8.5e-01,1.0e+00,NA,NA,0,1.9,0,0,3.1,0
ENST00000471799.1,0.5,0.7,0.4,0.59,-0.8,4.01,-0.19,8.5e-01,1.0e+00,NA,NA,2.1,0,0,0,0,1.1
ENST00000456099.1,0.6,0.7,0.4,0.59,-0.8,4.01,-0.19,8.5e-01,1.0e+00,NA,NA,2.1,0,0,1.3,0,0
ENST00000435222.1,0.6,0.5,0.7,1.418,0.5,2.66,0.19,8.5e-01,1.0e+00,NA,NA,0.7,0,0.9,0,1,1.1
ENST00000407019.6,2.9,2.3,3.5,1.566,0.6,3.44,0.19,8.5e-01,1.0e+00,0.9528,2265,0,6.8,0,0,10.5,0
ENST00000215917.11,45.2,43.1,47.2,1.095,0.1,0.7,0.19,8.5e-01,1.0e+00,0.9528,2266,45.8,35.8,47.6,49.1,38.8,53.7
ENST00000397495.8,2.1,2.5,1.8,0.759,-0.4,2.13,-0.19,8.5e-01,1.0e+00,NA,NA,1.4,0,6,0,2.1,3.4
ENST00000438329.5,5.3,4.2,6.5,1.552,0.6,3.42,0.19,8.5e-01,1.0e+00,0.9532,2269,0,12.6,0,0,0,19.4
ENST00000424746.1,1.7,1.5,1.9,1.278,0.4,1.91,0.19,8.5e-01,1.0e+00,NA,NA,3.4,1,0,1.3,1,3.4
ENST00000633257.1,0.7,0.6,0.8,1.503,0.6,3.19,0.18,8.5e-01,1.0e+00,NA,NA,0.7,1,0,2.5,0,0
ENST00000402527.5,5.3,4.6,5.9,1.295,0.4,2.03,0.18,8.5e-01,1.0e+00,0.9538,2273,0,8.7,5.1,0,6.3,11.4
ENST00000407188.5,1,1.1,0.8,0.682,-0.6,3.03,-0.18,8.6e-01,1.0e+00,NA,NA,3.4,0,0,1.3,0,1.1
ENST00000457665.5,1.2,1,1.4,1.438,0.5,2.87,0.18,8.6e-01,1.0e+00,NA,NA,2.1,0,0.9,0,4.2,0
ENST00000399562.8,46.1,44.2,48.1,1.09,0.1,0.68,0.18,8.6e-01,1.0e+00,0.955,2279,41,53.2,38.3,49.1,47.2,48
ENST00000456035.1,2.1,1.9,2.3,1.2,0.3,1.47,0.18,8.6e-01,1.0e+00,NA,NA,1.4,1,3.4,2.5,2.1,2.3
ENST00000477245.5,10.3,9.6,11.1,1.159,0.2,1.2,0.18,8.6e-01,1.0e+00,0.9576,2287,2.7,3.9,22.1,11.3,10.5,11.4
ENST00000329627.11,99.5,103.5,95.5,0.923,-0.1,0.66,-0.18,8.6e-01,1.0e+00,0.9576,2288,93.7,112.2,104.7,83.1,117.5,85.8
ENST00000402844.7,4.3,4.6,3.9,0.853,-0.2,1.3,-0.18,8.6e-01,1.0e+00,0.9576,2289,1.4,4.8,7.7,6.3,2.1,3.4
ENST00000216061.9,27.1,24.5,29.8,1.218,0.3,1.64,0.17,8.6e-01,1.0e+00,0.9588,2293,21.2,52.2,0,18.9,17.8,52.6
ENST00000495533.1,0.6,0.5,0.8,1.617,0.7,4.02,0.17,8.6e-01,1.0e+00,NA,NA,1.4,0,0,0,0,2.3
ENST00000480451.1,3.2,3,3.5,1.172,0.2,1.34,0.17,8.6e-01,1.0e+00,0.9594,2296,2.7,1.9,4.3,3.8,1,5.7
ENST00000610593.4,2.6,2.9,2.3,0.806,-0.3,1.82,-0.17,8.6e-01,1.0e+00,0.9594,2297,0.7,2.9,5.1,1.3,0,5.7
ENST00000492581.5,17.4,16.6,18.2,1.103,0.1,0.83,0.17,8.7e-01,1.0e+00,0.9594,2298,13.7,24.2,11.9,16.4,18.9,19.4
ENST00000505920.1,0.9,0.8,1,1.414,0.5,2.98,0.17,8.7e-01,1.0e+00,NA,NA,1.4,0,0.9,0,3.1,0
ENST00000462457.1,2.8,3.4,2.3,0.673,-0.6,3.44,-0.17,8.7e-01,1.0e+00,0.9617,2305,0,0,10.2,0,0,6.9
ENST00000415709.5,5,4.7,5.3,1.137,0.2,1.12,0.17,8.7e-01,1.0e+00,0.9617,2306,3.4,3.9,6.8,3.8,4.2,8
ENST00000477921.1,2.7,2.5,2.9,1.216,0.3,1.72,0.16,8.7e-01,1.0e+00,0.9619,2308,2.1,1,4.3,2.5,6.3,0
ENST00000445088.1,0.6,0.6,0.7,1.353,0.4,2.66,0.16,8.7e-01,1.0e+00,NA,NA,0.7,1,0,0,1,1.1
ENST00000366425.3,13.9,11.8,16,1.36,0.4,2.73,0.16,8.7e-01,1.0e+00,0.9626,2311,12.3,0,23,0,0,48
ENST00000407308.1,0.5,0.6,0.4,0.69,-0.5,3.4,-0.16,8.7e-01,1.0e+00,NA,NA,0,1,0.9,0,0,1.1
ENST00000429106.1,0.5,0.6,0.4,0.69,-0.5,3.4,-0.16,8.7e-01,1.0e+00,NA,NA,0,1,0.9,0,0,1.1
ENST00000624882.1,0.5,0.6,0.4,0.69,-0.5,3.4,-0.16,8.7e-01,1.0e+00,NA,NA,0,1,0.9,0,0,1.1
ENST00000437071.5,1.3,1.5,1.2,0.806,-0.3,1.99,-0.16,8.8e-01,1.0e+00,NA,NA,0.7,2.9,0.9,1.3,0,2.3
ENST00000447598.6,0.5,0.6,0.3,0.69,-0.5,3.42,-0.16,8.8e-01,1.0e+00,NA,NA,0,1,0.9,0,1,0
ENST00000494109.1,0.5,0.6,0.3,0.69,-0.5,3.42,-0.16,8.8e-01,1.0e+00,NA,NA,0,1,0.9,0,1,0
ENST00000618794.4,4.9,5.6,4.2,0.75,-0.4,2.66,-0.16,8.8e-01,1.0e+00,0.9635,2320,0,4.8,11.9,12.6,0,0
ENST00000436210.1,2.5,2.7,2.3,0.844,-0.2,1.57,-0.16,8.8e-01,1.0e+00,0.9635,2321,2.7,2.9,2.6,3.8,3.1,0
ENST00000401672.7,6,7.1,4.9,0.692,-0.5,3.41,-0.16,8.8e-01,1.0e+00,0.9635,2322,0,0,21.3,0,14.7,0
ENST00000494097.5,2.1,1.9,2.3,1.206,0.3,1.73,0.16,8.8e-01,1.0e+00,NA,NA,2.7,2.9,0,1.3,2.1,3.4
ENST00000443089.5,2.6,2.9,2.3,0.795,-0.3,2.13,-0.16,8.8e-01,1.0e+00,0.9635,2324,0,1.9,6.8,3.8,3.1,0
ENST00000398215.2,0.5,0.6,0.3,0.65,-0.6,4.02,-0.15,8.8e-01,1.0e+00,NA,NA,0,1.9,0,0,1,0
ENST00000412461.2,0.5,0.6,0.4,0.65,-0.6,4.02,-0.15,8.8e-01,1.0e+00,NA,NA,0,1.9,0,1.3,0,0
ENST00000449918.1,0.5,0.6,0.4,0.65,-0.6,4.02,-0.15,8.8e-01,1.0e+00,NA,NA,0,1.9,0,0,0,1.1
ENST00000460086.1,0.5,0.6,0.4,0.65,-0.6,4.02,-0.15,8.8e-01,1.0e+00,NA,NA,0,1.9,0,0,0,1.1
ENST00000473549.1,0.5,0.6,0.3,0.65,-0.6,4.02,-0.15,8.8e-01,1.0e+00,NA,NA,0,1.9,0,0,1,0
ENST00000215798.10,15.1,16.3,13.9,0.854,-0.2,1.47,-0.15,8.8e-01,1.0e+00,0.9635,2330,10.9,18.4,19.6,23.9,17.8,0
ENST00000612582.1,74.7,71.8,77.6,1.08,0.1,0.72,0.15,8.8e-01,1.0e+00,0.9635,2331,59.5,80.3,75.7,94.4,51.4,86.9
ENST00000608016.1,0.7,0.6,0.8,1.406,0.5,3.19,0.15,8.8e-01,1.0e+00,NA,NA,0,0,1.7,1.3,0,1.1
ENST00000461510.1,2.8,3.1,2.5,0.838,-0.3,1.67,-0.15,8.8e-01,1.0e+00,0.9635,2333,2.7,3.9,2.6,1.3,6.3,0
ENST00000331728.8,49.8,47.5,52.1,1.097,0.1,0.87,0.15,8.8e-01,1.0e+00,0.9635,2334,40.4,43.5,58.7,25.2,43,88
ENST00000397223.4,13.5,14.6,12.5,0.86,-0.2,1.43,-0.15,8.8e-01,1.0e+00,0.9635,2335,13,14.5,16.2,0,15.7,21.7
ENST00000340552.4,4.6,4.1,5.2,1.246,0.3,2.12,0.15,8.8e-01,1.0e+00,0.9635,2336,12.3,0,0,2.5,8.4,4.6
ENST00000414401.5,1.1,0.9,1.3,1.361,0.4,2.96,0.15,8.8e-01,1.0e+00,NA,NA,0,1.9,0.9,3.8,0,0
ENST00000400289.5,13.8,12.3,15.3,1.245,0.3,2.13,0.15,8.8e-01,1.0e+00,0.9635,2338,0,17.4,19.6,0,10.5,35.4
ENST00000335025.12,18.5,19.9,17.1,0.856,-0.2,1.51,-0.15,8.8e-01,1.0e+00,0.9635,2338,17.1,22.2,20.4,35.3,0,16
ENST00000382084.8,0.7,0.6,0.8,1.386,0.5,3.18,0.15,8.8e-01,1.0e+00,NA,NA,0,1,0.9,2.5,0,0
ENST00000465023.1,0.7,0.6,0.8,1.386,0.5,3.18,0.15,8.8e-01,1.0e+00,NA,NA,0,1,0.9,2.5,0,0
ENST00000619172.4,0.7,0.6,0.8,1.386,0.5,3.18,0.15,8.8e-01,1.0e+00,NA,NA,0,1,0.9,2.5,0,0
ENST00000414022.5,1.1,0.9,1.3,1.471,0.6,3.78,0.15,8.8e-01,1.0e+00,NA,NA,0,0,2.6,3.8,0,0
ENST00000405640.1,26.1,22.3,29.9,1.336,0.4,2.85,0.15,8.8e-01,1.0e+00,0.9635,2343,67,0,0,0,71.3,18.3
ENST00000475548.5,0.6,0.5,0.7,1.501,0.6,4.03,0.15,8.8e-01,1.0e+00,NA,NA,1.4,0,0,0,2.1,0
ENST00000609454.5,0.6,0.5,0.7,1.501,0.6,4.03,0.15,8.8e-01,1.0e+00,NA,NA,1.4,0,0,0,2.1,0
ENST00000407373.5,10.4,8.7,12.2,1.404,0.5,3.47,0.14,8.9e-01,1.0e+00,0.9635,2346,0,26.1,0,0,0,36.6
ENST00000400521.5,10.1,8.4,11.8,1.404,0.5,3.47,0.14,8.9e-01,1.0e+00,0.9635,2347,0,25.1,0,35.3,0,0
ENST00000418510.1,3.9,3.7,4.1,1.124,0.2,1.2,0.14,8.9e-01,1.0e+00,0.9635,2348,5.5,2.9,2.6,2.5,5.2,4.6
ENST00000628442.1,2,2.2,1.9,0.861,-0.2,1.54,-0.14,8.9e-01,1.0e+00,NA,NA,1.4,1,4.3,1.3,2.1,2.3
ENST00000397906.6,96.3,99.4,93.3,0.938,-0.1,0.66,-0.14,8.9e-01,1.0e+00,0.9635,2350,117,92.8,88.5,90.7,109.1,80
ENST00000432789.1,2.8,2.5,3.1,1.295,0.4,2.68,0.14,8.9e-01,1.0e+00,0.9635,2351,0,4.8,2.6,0,9.4,0
ENST00000470046.1,9.8,9.3,10.3,1.096,0.1,0.94,0.14,8.9e-01,1.0e+00,0.9635,2352,13.7,5.8,8.5,11.3,11.5,8
ENST00000417424.1,0.7,0.6,0.8,1.467,0.6,3.98,0.14,8.9e-01,1.0e+00,NA,NA,0,0,1.7,2.5,0,0
ENST00000486620.5,1.7,2,1.4,0.711,-0.5,3.56,-0.14,8.9e-01,1.0e+00,NA,NA,0,0,6,0,4.2,0
ENST00000485559.1,17.5,16.7,18.3,1.088,0.1,0.89,0.14,8.9e-01,1.0e+00,0.9635,2355,20.5,12.6,17,27.7,16.8,10.3
ENST00000610245.1,2,2.2,1.8,0.843,-0.2,1.79,-0.14,8.9e-01,1.0e+00,NA,NA,2.1,1,3.4,0,4.2,1.1
ENST00000488883.5,2.9,2.7,3.1,1.147,0.2,1.45,0.14,8.9e-01,1.0e+00,0.9635,2357,2.1,1,5.1,3.8,1,4.6
ENST00000492535.1,39.1,37.8,40.4,1.068,0.1,0.7,0.14,8.9e-01,1.0e+00,0.9635,2358,43.8,32.9,36.6,45.3,33.6,42.3
ENST00000359337.8,177.3,185.6,169.1,0.911,-0.1,0.99,-0.14,8.9e-01,1.0e+00,0.9635,2359,275,241.7,40,205.3,163.6,138.4
ENST00000477156.1,1.2,1.1,1.4,1.308,0.4,2.87,0.13,8.9e-01,1.0e+00,NA,NA,0.7,0,2.6,0,4.2,0
ENST00000249116.6,3.3,3,3.5,1.146,0.2,1.46,0.13,8.9e-01,1.0e+00,0.9635,2361,3.4,4.8,0.9,2.5,1,6.9
ENST00000564696.1,2.2,2.1,2.4,1.177,0.2,1.74,0.13,8.9e-01,1.0e+00,NA,NA,0.7,2.9,2.6,3.8,0,3.4
ENST00000623814.1,1,0.9,1.1,1.253,0.3,2.42,0.13,8.9e-01,1.0e+00,NA,NA,0,1,1.7,0,2.1,1.1
ENST00000403744.7,9.7,8.5,10.9,1.286,0.4,2.7,0.13,8.9e-01,1.0e+00,0.9635,2364,7.5,0,17.9,32.7,0,0
ENST00000464225.5,2.6,2.8,2.4,0.827,-0.3,2.05,-0.13,8.9e-01,1.0e+00,0.9635,2365,3.4,0,5.1,5,2.1,0
ENST00000407623.7,5,4.6,5.5,1.206,0.3,2.02,0.13,8.9e-01,1.0e+00,0.9635,2365,0,8.7,5.1,0,7.3,9.1
ENST00000534080.5,1.3,1.1,1.5,1.304,0.4,2.87,0.13,8.9e-01,1.0e+00,NA,NA,0,0,3.4,1.3,3.1,0
ENST00000327423.10,269.5,277,262,0.946,-0.1,0.6,-0.13,8.9e-01,1.0e+00,0.9635,2367,279.1,274.6,277.4,261.9,272.7,251.5
ENST00000397224.8,80.1,77.4,82.8,1.069,0.1,0.72,0.13,8.9e-01,1.0e+00,0.9635,2368,109.4,59,63.8,89.4,87.1,72
ENST00000624344.1,18.6,19.4,17.8,0.923,-0.1,0.88,-0.13,8.9e-01,1.0e+00,0.9635,2369,17.8,25.1,15.3,12.6,28.3,12.6
ENST00000263205.11,25.6,24.3,27,1.117,0.2,1.22,0.13,9.0e-01,1.0e+00,0.9638,2371,5.5,58,9.4,15.1,30.4,35.4
ENST00000465063.5,7.1,6.6,7.6,1.152,0.2,1.61,0.13,9.0e-01,1.0e+00,0.9651,2375,13.7,1.9,4.3,0,11.5,11.4
ENST00000467596.5,1.8,1.6,2,1.266,0.3,2.77,0.12,9.0e-01,1.0e+00,NA,NA,0,4.8,0,3.8,0,2.3
ENST00000464523.1,0.5,0.6,0.4,0.749,-0.4,3.39,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,1,0,1.3,0,0
ENST00000365188.1,306.2,296.7,315.7,1.064,0.1,0.74,0.12,9.0e-01,1.0e+00,0.9651,2378,171,398.4,320.8,355.1,331.4,260.7
ENST00000436674.5,2.2,2.6,1.9,0.744,-0.4,3.5,-0.12,9.0e-01,1.0e+00,NA,NA,0,7.7,0,0,0,5.7
ENST00000216039.9,167.4,171.8,163.1,0.949,-0.1,0.62,-0.12,9.0e-01,1.0e+00,0.9651,2380,173.1,179.8,162.5,180.1,160.5,148.6
ENST00000416721.6,14.4,15.7,13.2,0.839,-0.3,2.08,-0.12,9.0e-01,1.0e+00,0.9651,2381,19.8,0,27.2,20.1,0,19.4
ENST00000430886.5,0.5,0.6,0.4,0.749,-0.4,3.42,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,1,0,0,0,1.1
ENST00000616842.1,0.5,0.6,0.4,0.749,-0.4,3.42,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,1,0,0,0,1.1
ENST00000624101.1,0.5,0.6,0.4,0.749,-0.4,3.42,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,1,0,0,0,1.1
ENST00000484971.1,0.4,0.6,0.3,0.749,-0.4,3.45,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,1,0,0,1,0
ENST00000495250.2,0.4,0.6,0.3,0.749,-0.4,3.45,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,1,0,0,1,0
ENST00000498259.1,0.4,0.6,0.3,0.749,-0.4,3.45,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,1,0,0,1,0
ENST00000433575.5,1.3,1.1,1.5,1.261,0.3,2.8,0.12,9.0e-01,1.0e+00,NA,NA,3.4,0,0,0,2.1,2.3
ENST00000390285.3,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000396119.6,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000401924.5,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000403807.3,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000405206.3,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000406028.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000412898.5,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000422917.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000423900.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000423913.5,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000424761.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000425671.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000425975.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000426397.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000427453.5,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000428401.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000430463.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000432340.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000434185.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000434834.5,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000439775.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000440816.5,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000442481.5,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000449900.6,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000450612.5,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000451351.5,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000454173.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000458154.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000460087.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000471825.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000475924.5,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000476315.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000479734.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000481746.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000483026.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000487538.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000487670.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000498542.5,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000517198.2,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000531095.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000531195.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000543828.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000579518.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000609641.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000609786.5,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000610170.1,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
ENST00000613561.2,0.1,0.2,0,0.713,-0.5,4.08,-0.12,9.0e-01,1.0e+00,NA,NA,0.7,0,0,0,0,0
